,Address,Area,Bathrooms,Possession,Price,Project Name,Rooms,Status
300,Hinjewadi,774,2 Bathrooms,Possession by Nov 2019,35.59,Saheel Itrend Homes,2,Under Construction
301,Punawale,560,2 Bathrooms,Possession by Nov 2025,52.98,Not Available,2,Under Construction
302,Ravet,808,3 Bathrooms,Possession by Nov 2019,90.45,Not Available,3,Under Construction
303,Hinjewadi,996,2 Bathrooms,Not Available,45.89,Not Available,2,Ready to move
304,Kharadi,1087,2 Bathrooms,Not Available,88,Not Available,2,Ready to move
305,B T Kawde Road,1500,3 Bathrooms,Not Available,1.2,citadel empress society,3,Ready to move
306,Hinjewadi,1065,2 Bathrooms,Possession by Sep 2020,48,Not Available,2,Under Construction
307,Punawale,900,2 Bathrooms,Possession by Nov 2019,45,SAI PARADICE PUNAWALE,2,Under Construction
308,Hinjewadi,1500,Not Available,Not Available,18.75,Realty homes nere,Not Available,New
309,NIBM Annex Mohammadwadi,1020,2 Bathrooms,Possession by Nov 2020,53.04,Not Available,2,Under Construction
310,Hinjewadi,1188,2 Bathrooms,Not Available,63.55,Not Available,2,Ready to move
311,Baner Balewadi road,1232,2 Bathrooms,Not Available,87,Not Available,2,Ready to move
312,Waksai,2400,3 Bathrooms,Not Available,1.67,Not Available,3,Ready to move
313,Lohegaon,1531,3 Bathrooms,Possession by Apr 2020,50,Not Available,3,Under Construction
314,Wagholi,885,2 Bathrooms,Possession by Dec 2024,43.42,Not Available,2,Under Construction
315,SangavadeNere Road,2000,Not Available,Not Available,14,Bhoomi Space Darumbre,Not Available,New
316,Aundh,1303,3 Bathrooms,Not Available,1.48,Not Available,3,Ready to move
317,Hinjewadi,676,2 Bathrooms,Possession by May 2022,51,Not Available,2,Under Construction
318,Mamurdi,795,2 Bathrooms,Possession by Feb 2023,37,Not Available,2,Under Construction
319,Moshi,750,2 Bathrooms,Possession by Aug 2020,35,Not Available,2,Under Construction
320,Hinjewadi,774,2 Bathrooms,Possession by Nov 2019,35.59,Saheel Itrend Homes,2,Under Construction
321,Punawale,560,2 Bathrooms,Possession by Nov 2025,52.98,Not Available,2,Under Construction
322,Ravet,808,3 Bathrooms,Possession by Nov 2019,90.45,Not Available,3,Under Construction
323,Hinjewadi,996,2 Bathrooms,Not Available,45.89,Not Available,2,Ready to move
324,Kharadi,1087,2 Bathrooms,Not Available,88,Not Available,2,Ready to move
325,B T Kawde Road,1500,3 Bathrooms,Not Available,1.2,citadel empress society,3,Ready to move
326,Hinjewadi,1065,2 Bathrooms,Possession by Sep 2020,48,Not Available,2,Under Construction
327,Punawale,900,2 Bathrooms,Possession by Nov 2019,45,SAI PARADICE PUNAWALE,2,Under Construction
328,Hinjewadi,1500,Not Available,Not Available,18.75,Realty homes nere,Not Available,New
329,NIBM Annex Mohammadwadi,1020,2 Bathrooms,Possession by Nov 2020,53.04,Not Available,2,Under Construction
330,Hinjewadi,1188,2 Bathrooms,Not Available,63.55,Not Available,2,Ready to move
331,Baner Balewadi road,1232,2 Bathrooms,Not Available,87,Not Available,2,Ready to move
332,Waksai,2400,3 Bathrooms,Not Available,1.67,Not Available,3,Ready to move
333,Lohegaon,1531,3 Bathrooms,Possession by Apr 2020,50,Not Available,3,Under Construction
334,Wagholi,885,2 Bathrooms,Possession by Dec 2024,43.42,Not Available,2,Under Construction
335,SangavadeNere Road,2000,Not Available,Not Available,14,Bhoomi Space Darumbre,Not Available,New
336,Aundh,1303,3 Bathrooms,Not Available,1.48,Not Available,3,Ready to move
337,Hinjewadi,676,2 Bathrooms,Possession by May 2022,51,Not Available,2,Under Construction
338,Mamurdi,795,2 Bathrooms,Possession by Feb 2023,37,Not Available,2,Under Construction
339,Moshi,750,2 Bathrooms,Possession by Aug 2020,35,Not Available,2,Under Construction
340,Hinjewadi,774,2 Bathrooms,Possession by Nov 2019,35.59,Saheel Itrend Homes,2,Under Construction
341,Punawale,560,2 Bathrooms,Possession by Nov 2025,52.98,Not Available,2,Under Construction
342,Ravet,808,3 Bathrooms,Possession by Nov 2019,90.45,Not Available,3,Under Construction
343,Hinjewadi,996,2 Bathrooms,Not Available,45.89,Not Available,2,Ready to move
344,Kharadi,1087,2 Bathrooms,Not Available,88,Not Available,2,Ready to move
345,B T Kawde Road,1500,3 Bathrooms,Not Available,1.2,citadel empress society,3,Ready to move
346,Hinjewadi,1065,2 Bathrooms,Possession by Sep 2020,48,Not Available,2,Under Construction
347,Punawale,900,2 Bathrooms,Possession by Nov 2019,45,SAI PARADICE PUNAWALE,2,Under Construction
348,Hinjewadi,1500,Not Available,Not Available,18.75,Realty homes nere,Not Available,New
349,NIBM Annex Mohammadwadi,1020,2 Bathrooms,Possession by Nov 2020,53.04,Not Available,2,Under Construction
350,Hinjewadi,1188,2 Bathrooms,Not Available,63.55,Not Available,2,Ready to move
351,Baner Balewadi road,1232,2 Bathrooms,Not Available,87,Not Available,2,Ready to move
352,Waksai,2400,3 Bathrooms,Not Available,1.67,Not Available,3,Ready to move
353,Lohegaon,1531,3 Bathrooms,Possession by Apr 2020,50,Not Available,3,Under Construction
354,Wagholi,885,2 Bathrooms,Possession by Dec 2024,43.42,Not Available,2,Under Construction
355,SangavadeNere Road,2000,Not Available,Not Available,14,Bhoomi Space Darumbre,Not Available,New
356,Aundh,1303,3 Bathrooms,Not Available,1.48,Not Available,3,Ready to move
357,Hinjewadi,676,2 Bathrooms,Possession by May 2022,51,Not Available,2,Under Construction
358,Mamurdi,795,2 Bathrooms,Possession by Feb 2023,37,Not Available,2,Under Construction
359,Moshi,750,2 Bathrooms,Possession by Aug 2020,35,Not Available,2,Under Construction
360,Hinjewadi,774,2 Bathrooms,Possession by Nov 2019,35.59,Saheel Itrend Homes,2,Under Construction
361,Punawale,560,2 Bathrooms,Possession by Nov 2025,52.98,Not Available,2,Under Construction
362,Ravet,808,3 Bathrooms,Possession by Nov 2019,90.45,Not Available,3,Under Construction
363,Hinjewadi,996,2 Bathrooms,Not Available,45.89,Not Available,2,Ready to move
364,Kharadi,1087,2 Bathrooms,Not Available,88,Not Available,2,Ready to move
365,B T Kawde Road,1500,3 Bathrooms,Not Available,1.2,citadel empress society,3,Ready to move
366,Hinjewadi,1065,2 Bathrooms,Possession by Sep 2020,48,Not Available,2,Under Construction
367,Punawale,900,2 Bathrooms,Possession by Nov 2019,45,SAI PARADICE PUNAWALE,2,Under Construction
368,Hinjewadi,1500,Not Available,Not Available,18.75,Realty homes nere,Not Available,New
369,NIBM Annex Mohammadwadi,1020,2 Bathrooms,Possession by Nov 2020,53.04,Not Available,2,Under Construction
370,Hinjewadi,1188,2 Bathrooms,Not Available,63.55,Not Available,2,Ready to move
371,Baner Balewadi road,1232,2 Bathrooms,Not Available,87,Not Available,2,Ready to move
372,Waksai,2400,3 Bathrooms,Not Available,1.67,Not Available,3,Ready to move
373,Lohegaon,1531,3 Bathrooms,Possession by Apr 2020,50,Not Available,3,Under Construction
374,Wagholi,885,2 Bathrooms,Possession by Dec 2024,43.42,Not Available,2,Under Construction
375,SangavadeNere Road,2000,Not Available,Not Available,14,Bhoomi Space Darumbre,Not Available,New
376,Aundh,1303,3 Bathrooms,Not Available,1.48,Not Available,3,Ready to move
377,Hinjewadi,676,2 Bathrooms,Possession by May 2022,51,Not Available,2,Under Construction
378,Mamurdi,795,2 Bathrooms,Possession by Feb 2023,37,Not Available,2,Under Construction
379,Moshi,750,2 Bathrooms,Possession by Aug 2020,35,Not Available,2,Under Construction
380,Hinjewadi,774,2 Bathrooms,Possession by Nov 2019,35.59,Saheel Itrend Homes,2,Under Construction
381,Punawale,560,2 Bathrooms,Possession by Nov 2025,52.98,Not Available,2,Under Construction
382,Ravet,808,3 Bathrooms,Possession by Nov 2019,90.45,Not Available,3,Under Construction
383,Hinjewadi,996,2 Bathrooms,Not Available,45.89,Not Available,2,Ready to move
384,Kharadi,1087,2 Bathrooms,Not Available,88,Not Available,2,Ready to move
385,B T Kawde Road,1500,3 Bathrooms,Not Available,1.2,citadel empress society,3,Ready to move
386,Hinjewadi,1065,2 Bathrooms,Possession by Sep 2020,48,Not Available,2,Under Construction
387,Punawale,900,2 Bathrooms,Possession by Nov 2019,45,SAI PARADICE PUNAWALE,2,Under Construction
388,Hinjewadi,1500,Not Available,Not Available,18.75,Realty homes nere,Not Available,New
389,NIBM Annex Mohammadwadi,1020,2 Bathrooms,Possession by Nov 2020,53.04,Not Available,2,Under Construction
390,Hinjewadi,1188,2 Bathrooms,Not Available,63.55,Not Available,2,Ready to move
391,Baner Balewadi road,1232,2 Bathrooms,Not Available,87,Not Available,2,Ready to move
392,Waksai,2400,3 Bathrooms,Not Available,1.67,Not Available,3,Ready to move
393,Lohegaon,1531,3 Bathrooms,Possession by Apr 2020,50,Not Available,3,Under Construction
394,Wagholi,885,2 Bathrooms,Possession by Dec 2024,43.42,Not Available,2,Under Construction
395,SangavadeNere Road,2000,Not Available,Not Available,14,Bhoomi Space Darumbre,Not Available,New
396,Aundh,1303,3 Bathrooms,Not Available,1.48,Not Available,3,Ready to move
397,Hinjewadi,676,2 Bathrooms,Possession by May 2022,51,Not Available,2,Under Construction
398,Mamurdi,795,2 Bathrooms,Possession by Feb 2023,37,Not Available,2,Under Construction
399,Moshi,750,2 Bathrooms,Possession by Aug 2020,35,Not Available,2,Under Construction
400,Hinjewadi,774,2 Bathrooms,Possession by Nov 2019,35.59,Saheel Itrend Homes,2,Under Construction
401,Punawale,560,2 Bathrooms,Possession by Nov 2025,52.98,Not Available,2,Under Construction
402,Ravet,808,3 Bathrooms,Possession by Nov 2019,90.45,Not Available,3,Under Construction
403,Hinjewadi,996,2 Bathrooms,Not Available,45.89,Not Available,2,Ready to move
404,Kharadi,1087,2 Bathrooms,Not Available,88,Not Available,2,Ready to move
405,B T Kawde Road,1500,3 Bathrooms,Not Available,1.2,citadel empress society,3,Ready to move
406,Hinjewadi,1065,2 Bathrooms,Possession by Sep 2020,48,Not Available,2,Under Construction
407,Punawale,900,2 Bathrooms,Possession by Nov 2019,45,SAI PARADICE PUNAWALE,2,Under Construction
408,Hinjewadi,1500,Not Available,Not Available,18.75,Realty homes nere,Not Available,New
409,NIBM Annex Mohammadwadi,1020,2 Bathrooms,Possession by Nov 2020,53.04,Not Available,2,Under Construction
410,Hinjewadi,1188,2 Bathrooms,Not Available,63.55,Not Available,2,Ready to move
411,Baner Balewadi road,1232,2 Bathrooms,Not Available,87,Not Available,2,Ready to move
412,Waksai,2400,3 Bathrooms,Not Available,1.67,Not Available,3,Ready to move
413,Lohegaon,1531,3 Bathrooms,Possession by Apr 2020,50,Not Available,3,Under Construction
414,Wagholi,885,2 Bathrooms,Possession by Dec 2024,43.42,Not Available,2,Under Construction
415,SangavadeNere Road,2000,Not Available,Not Available,14,Bhoomi Space Darumbre,Not Available,New
416,Aundh,1303,3 Bathrooms,Not Available,1.48,Not Available,3,Ready to move
417,Hinjewadi,676,2 Bathrooms,Possession by May 2022,51,Not Available,2,Under Construction
418,Mamurdi,795,2 Bathrooms,Possession by Feb 2023,37,Not Available,2,Under Construction
419,Moshi,750,2 Bathrooms,Possession by Aug 2020,35,Not Available,2,Under Construction
420,Hinjewadi,774,2 Bathrooms,Possession by Nov 2019,35.59,Saheel Itrend Homes,2,Under Construction
421,Punawale,560,2 Bathrooms,Possession by Nov 2025,52.98,Not Available,2,Under Construction
422,Ravet,808,3 Bathrooms,Possession by Nov 2019,90.45,Not Available,3,Under Construction
423,Hinjewadi,996,2 Bathrooms,Not Available,45.89,Not Available,2,Ready to move
424,Kharadi,1087,2 Bathrooms,Not Available,88,Not Available,2,Ready to move
425,B T Kawde Road,1500,3 Bathrooms,Not Available,1.2,citadel empress society,3,Ready to move
426,Hinjewadi,1065,2 Bathrooms,Possession by Sep 2020,48,Not Available,2,Under Construction
427,Punawale,900,2 Bathrooms,Possession by Nov 2019,45,SAI PARADICE PUNAWALE,2,Under Construction
428,Hinjewadi,1500,Not Available,Not Available,18.75,Realty homes nere,Not Available,New
429,NIBM Annex Mohammadwadi,1020,2 Bathrooms,Possession by Nov 2020,53.04,Not Available,2,Under Construction
430,Hinjewadi,1188,2 Bathrooms,Not Available,63.55,Not Available,2,Ready to move
431,Baner Balewadi road,1232,2 Bathrooms,Not Available,87,Not Available,2,Ready to move
432,Waksai,2400,3 Bathrooms,Not Available,1.67,Not Available,3,Ready to move
433,Lohegaon,1531,3 Bathrooms,Possession by Apr 2020,50,Not Available,3,Under Construction
434,Wagholi,885,2 Bathrooms,Possession by Dec 2024,43.42,Not Available,2,Under Construction
435,SangavadeNere Road,2000,Not Available,Not Available,14,Bhoomi Space Darumbre,Not Available,New
436,Aundh,1303,3 Bathrooms,Not Available,1.48,Not Available,3,Ready to move
437,Hinjewadi,676,2 Bathrooms,Possession by May 2022,51,Not Available,2,Under Construction
438,Mamurdi,795,2 Bathrooms,Possession by Feb 2023,37,Not Available,2,Under Construction
439,Moshi,750,2 Bathrooms,Possession by Aug 2020,35,Not Available,2,Under Construction
440,Hinjewadi,774,2 Bathrooms,Possession by Nov 2019,35.59,Saheel Itrend Homes,2,Under Construction
441,Punawale,560,2 Bathrooms,Possession by Nov 2025,52.98,Not Available,2,Under Construction
442,Ravet,808,3 Bathrooms,Possession by Nov 2019,90.45,Not Available,3,Under Construction
443,Hinjewadi,996,2 Bathrooms,Not Available,45.89,Not Available,2,Ready to move
444,Kharadi,1087,2 Bathrooms,Not Available,88,Not Available,2,Ready to move
445,B T Kawde Road,1500,3 Bathrooms,Not Available,1.2,citadel empress society,3,Ready to move
446,Hinjewadi,1065,2 Bathrooms,Possession by Sep 2020,48,Not Available,2,Under Construction
447,Punawale,900,2 Bathrooms,Possession by Nov 2019,45,SAI PARADICE PUNAWALE,2,Under Construction
448,Hinjewadi,1500,Not Available,Not Available,18.75,Realty homes nere,Not Available,New
449,NIBM Annex Mohammadwadi,1020,2 Bathrooms,Possession by Nov 2020,53.04,Not Available,2,Under Construction
450,Hinjewadi,1188,2 Bathrooms,Not Available,63.55,Not Available,2,Ready to move
451,Baner Balewadi road,1232,2 Bathrooms,Not Available,87,Not Available,2,Ready to move
452,Waksai,2400,3 Bathrooms,Not Available,1.67,Not Available,3,Ready to move
453,Lohegaon,1531,3 Bathrooms,Possession by Apr 2020,50,Not Available,3,Under Construction
454,Wagholi,885,2 Bathrooms,Possession by Dec 2024,43.42,Not Available,2,Under Construction
455,SangavadeNere Road,2000,Not Available,Not Available,14,Bhoomi Space Darumbre,Not Available,New
456,Aundh,1303,3 Bathrooms,Not Available,1.48,Not Available,3,Ready to move
457,Hinjewadi,676,2 Bathrooms,Possession by May 2022,51,Not Available,2,Under Construction
458,Mamurdi,795,2 Bathrooms,Possession by Feb 2023,37,Not Available,2,Under Construction
459,Moshi,750,2 Bathrooms,Possession by Aug 2020,35,Not Available,2,Under Construction
460,Hinjewadi,774,2 Bathrooms,Possession by Nov 2019,35.59,Saheel Itrend Homes,2,Under Construction
461,Punawale,560,2 Bathrooms,Possession by Nov 2025,52.98,Not Available,2,Under Construction
462,Ravet,808,3 Bathrooms,Possession by Nov 2019,90.45,Not Available,3,Under Construction
463,Hinjewadi,996,2 Bathrooms,Not Available,45.89,Not Available,2,Ready to move
464,Kharadi,1087,2 Bathrooms,Not Available,88,Not Available,2,Ready to move
465,B T Kawde Road,1500,3 Bathrooms,Not Available,1.2,citadel empress society,3,Ready to move
466,Hinjewadi,1065,2 Bathrooms,Possession by Sep 2020,48,Not Available,2,Under Construction
467,Punawale,900,2 Bathrooms,Possession by Nov 2019,45,SAI PARADICE PUNAWALE,2,Under Construction
468,Hinjewadi,1500,Not Available,Not Available,18.75,Realty homes nere,Not Available,New
469,NIBM Annex Mohammadwadi,1020,2 Bathrooms,Possession by Nov 2020,53.04,Not Available,2,Under Construction
470,Hinjewadi,1188,2 Bathrooms,Not Available,63.55,Not Available,2,Ready to move
471,Baner Balewadi road,1232,2 Bathrooms,Not Available,87,Not Available,2,Ready to move
472,Waksai,2400,3 Bathrooms,Not Available,1.67,Not Available,3,Ready to move
473,Lohegaon,1531,3 Bathrooms,Possession by Apr 2020,50,Not Available,3,Under Construction
474,Wagholi,885,2 Bathrooms,Possession by Dec 2024,43.42,Not Available,2,Under Construction
475,SangavadeNere Road,2000,Not Available,Not Available,14,Bhoomi Space Darumbre,Not Available,New
476,Aundh,1303,3 Bathrooms,Not Available,1.48,Not Available,3,Ready to move
477,Hinjewadi,676,2 Bathrooms,Possession by May 2022,51,Not Available,2,Under Construction
478,Mamurdi,795,2 Bathrooms,Possession by Feb 2023,37,Not Available,2,Under Construction
479,Moshi,750,2 Bathrooms,Possession by Aug 2020,35,Not Available,2,Under Construction
480,Hinjewadi,774,2 Bathrooms,Possession by Nov 2019,35.59,Saheel Itrend Homes,2,Under Construction
481,Punawale,560,2 Bathrooms,Possession by Nov 2025,52.98,Not Available,2,Under Construction
482,Ravet,808,3 Bathrooms,Possession by Nov 2019,90.45,Not Available,3,Under Construction
483,Hinjewadi,996,2 Bathrooms,Not Available,45.89,Not Available,2,Ready to move
484,Kharadi,1087,2 Bathrooms,Not Available,88,Not Available,2,Ready to move
485,B T Kawde Road,1500,3 Bathrooms,Not Available,1.2,citadel empress society,3,Ready to move
486,Hinjewadi,1065,2 Bathrooms,Possession by Sep 2020,48,Not Available,2,Under Construction
487,Punawale,900,2 Bathrooms,Possession by Nov 2019,45,SAI PARADICE PUNAWALE,2,Under Construction
488,Hinjewadi,1500,Not Available,Not Available,18.75,Realty homes nere,Not Available,New
489,NIBM Annex Mohammadwadi,1020,2 Bathrooms,Possession by Nov 2020,53.04,Not Available,2,Under Construction
490,Hinjewadi,1188,2 Bathrooms,Not Available,63.55,Not Available,2,Ready to move
491,Baner Balewadi road,1232,2 Bathrooms,Not Available,87,Not Available,2,Ready to move
492,Waksai,2400,3 Bathrooms,Not Available,1.67,Not Available,3,Ready to move
493,Lohegaon,1531,3 Bathrooms,Possession by Apr 2020,50,Not Available,3,Under Construction
494,Wagholi,885,2 Bathrooms,Possession by Dec 2024,43.42,Not Available,2,Under Construction
495,SangavadeNere Road,2000,Not Available,Not Available,14,Bhoomi Space Darumbre,Not Available,New
496,Aundh,1303,3 Bathrooms,Not Available,1.48,Not Available,3,Ready to move
497,Hinjewadi,676,2 Bathrooms,Possession by May 2022,51,Not Available,2,Under Construction
498,Mamurdi,795,2 Bathrooms,Possession by Feb 2023,37,Not Available,2,Under Construction
499,Moshi,750,2 Bathrooms,Possession by Aug 2020,35,Not Available,2,Under Construction
500,Hinjewadi,774,2 Bathrooms,Possession by Nov 2019,35.59,Saheel Itrend Homes,2,Under Construction
501,Punawale,560,2 Bathrooms,Possession by Nov 2025,52.98,Not Available,2,Under Construction
502,Ravet,808,3 Bathrooms,Possession by Nov 2019,90.45,Not Available,3,Under Construction
